design_name,design_id,num_ips,lut_util_pct,ff_util_pct,slice_util_pct,bram_util_pct,dsp_util_pct,io_util_pct,synth_lut_util_pct,synth_ff_util_pct,synth_bram_util_pct,synth_dsp_util_pct,wns_ns,tns_ns,failing_endpoints,total_endpoints,logic_levels,max_logic_levels,data_path_delay_ns,clk_period_ns,congestion_north_pct,congestion_south_pct,congestion_east_pct,congestion_west_pct,congestion_max_pct,has_congestion_hotspot,synth_elapsed_s,opt_elapsed_s,place_elapsed_s,route_elapsed_s,impl_elapsed_s,total_elapsed_s
design_1731,1731,11,14.05,7.9,21.83,0.0,7.7,33.2,,,,,-1.978,-572.871,745,54205,16,16,9.564,8.333,57.6577,64.8649,69.1176,75.0,75.0,False,30.0,28.0,83.0,91.0,202.0,232.0
design_1732,1732,4,6.32,3.18,8.97,0.0,2.16,4.4,,,,,0.059,0.0,0,19504,7,9,7.4,8.333,,,,,,,25.0,17.0,39.0,78.0,134.0,159.0
design_1733,1733,7,1.53,1.03,2.74,0.0,0.0,19.6,,,,,-0.672,-0.672,1,5721,0,12,1.605,8.333,37.8378,39.6396,48.5294,41.1765,48.5294,False,25.0,11.0,11.0,43.0,65.0,90.0
design_1734,1734,8,8.38,5.89,17.72,0.0,7.57,14.6,,,,,-0.408,-3.369,20,44183,15,19,8.662,8.333,64.8649,72.973,73.5294,85.2941,85.2941,True,26.0,21.0,63.0,105.0,189.0,215.0
design_1735,1735,8,9.06,5.39,13.66,0.0,0.81,33.4,,,,,-1.182,-210.493,417,31226,12,20,8.84,8.333,60.3604,57.6577,72.0588,70.5882,72.0588,False,27.0,20.0,58.0,77.0,155.0,182.0
design_1736,1736,14,21.4,13.18,33.53,71.51,6.49,67.8,,,,,-1.061,-375.562,1122,86275,13,19,9.313,8.333,85.5856,70.2703,88.2353,88.2353,88.2353,True,26.0,50.0,120.0,189.0,359.0,385.0
design_1737,1737,17,8.09,4.58,12.75,1.37,0.14,52.4,,,,,-0.246,-0.421,12,40327,0,15,1.05,8.333,57.6577,52.2523,75.0,57.3529,75.0,False,25.0,19.0,51.0,64.0,134.0,159.0
design_1738,1738,11,10.76,6.44,16.44,0.27,0.0,28.8,,,,,-0.083,-0.161,2,34291,10,22,8.34,8.333,55.8559,54.955,61.7647,47.0588,61.7647,False,27.0,21.0,63.0,101.0,185.0,212.0
design_1739,1739,6,6.43,3.55,10.12,1.92,0.0,9.6,,,,,-0.355,-17.33,110,27598,7,13,8.059,8.333,58.5586,54.955,63.2353,79.4118,79.4118,False,26.0,19.0,47.0,69.0,135.0,161.0
design_1740,1740,13,7.6,6.08,14.42,0.0,2.7,33.0,,,,,-0.331,-0.331,1,51768,0,14,1.262,8.333,59.4595,49.5495,58.8235,61.7647,61.7647,False,26.0,24.0,52.0,75.0,151.0,177.0
design_1741,1741,17,22.25,12.53,36.15,3.84,5.41,41.4,,,,,-1.704,-2448.26,5689,86833,11,12,9.538,8.333,80.1802,83.7838,92.6471,88.2353,92.6471,True,33.0,40.0,126.0,203.0,369.0,402.0
design_1742,1742,9,13.65,9.39,23.14,0.0,6.62,34.0,,,,,-0.425,-12.884,145,78219,10,14,8.66,8.333,65.7658,63.964,69.1176,72.0588,72.0588,False,25.0,28.0,91.0,116.0,235.0,260.0
design_1743,1743,11,13.41,8.84,18.3,0.82,2.43,24.8,,,,,0.104,0.0,0,59767,0,22,7.1,8.333,,,,,,,26.0,21.0,62.0,81.0,164.0,190.0
design_1744,1744,4,0.49,0.47,1.14,0.0,0.0,31.4,,,,,-0.377,-2.483,9,2393,0,5,8.005,8.333,21.6216,45.9459,38.2353,32.3529,45.9459,False,25.0,9.0,8.0,39.0,56.0,81.0
design_1745,1745,16,41.62,19.39,58.21,6.85,2.84,37.6,,,,,-6.383,-80572.539,43873,138619,17,17,14.251,8.333,94.5946,88.2883,83.8235,92.6471,94.5946,True,32.0,45.0,212.0,189.0,446.0,478.0
design_1746,1746,10,22.63,10.52,32.09,0.0,2.16,30.0,,,,,-118.427,-86795.609,22042,65894,313,13,126.044,8.333,96.3964,78.3784,95.5882,87.5,96.3964,True,28.0,31.0,102.0,168.0,301.0,329.0
design_1747,1747,13,4.95,2.97,8.09,0.0,1.49,23.2,,,,,-0.338,-9.439,72,22239,15,15,8.593,8.333,81.0811,73.8739,79.4118,79.4118,81.0811,False,28.0,14.0,43.0,73.0,130.0,158.0
design_1748,1748,10,7.99,4.81,12.55,1.92,2.16,33.8,,,,,-0.244,-5.282,53,35223,11,11,8.086,8.333,60.3604,56.7568,69.1176,73.5294,73.5294,False,29.0,18.0,83.0,71.0,172.0,201.0
design_1749,1749,18,54.1,32.29,82.65,96.71,20.0,39.6,,,,,-45.407,-224011.094,54705,231137,77,80,53.357,8.333,91.8919,90.991,87.7757,90.2574,91.8919,True,34.0,115.0,337.0,465.0,917.0,951.0
design_1750,1750,20,23.98,15.93,38.7,7.95,4.86,32.4,,,,,-0.303,-4.207,47,148077,10,14,8.564,8.333,79.2793,72.0721,88.2353,80.8824,88.2353,True,27.0,42.0,176.0,146.0,364.0,391.0
design_1751,1751,4,1.07,0.64,1.62,0.0,0.0,24.4,,,,,1.088,0.0,0,2455,13,13,7.261,8.333,,,,,,,23.0,8.0,6.0,41.0,55.0,78.0
design_1752,1752,8,6.85,4.25,11.32,0.0,2.16,28.0,,,,,-0.564,-4.82,39,24537,8,11,8.086,8.333,59.4595,73.8739,69.1176,60.2941,73.8739,False,26.0,93.0,50.0,68.0,211.0,237.0
design_1753,1753,5,2.6,1.85,4.95,0.0,0.0,22.2,,,,,0.999,0.0,0,12240,6,9,6.373,8.333,,,,,,,25.0,13.0,15.0,51.0,79.0,104.0
design_1754,1754,9,10.73,8.65,18.03,0.0,11.08,79.0,,,,,0.635,0.0,0,70228,0,15,6.738,8.333,,,,,,,27.0,55.0,62.0,114.0,231.0,258.0
design_1755,1755,2,1.32,1.19,2.55,0.0,0.0,2.0,,,,,2.086,0.0,0,6598,4,7,5.447,8.333,,,,,,,24.0,84.0,10.0,43.0,137.0,161.0
design_1756,1756,15,13.57,9.52,22.64,0.0,11.49,26.2,,,,,-0.486,-4.844,101,78206,0,16,1.517,8.333,63.964,60.3604,54.4118,64.7059,64.7059,False,26.0,24.0,84.0,89.0,197.0,223.0
design_1757,1757,2,0.74,0.45,1.09,0.0,0.0,1.4,,,,,0.963,0.0,0,3285,6,7,6.585,8.333,,,,,,,24.0,8.0,6.0,41.0,55.0,79.0
design_1758,1758,5,5.92,3.18,7.78,0.55,0.0,6.4,,,,,0.505,0.0,0,15553,7,14,7.402,8.333,,,,,,,25.0,15.0,39.0,55.0,109.0,134.0
design_1759,1759,10,7.36,5.22,12.53,55.34,3.65,52.0,,,,,0.867,0.0,0,50788,0,10,6.808,8.333,,,,,,,29.0,43.0,44.0,86.0,173.0,202.0
design_1760,1760,9,7.4,4.48,10.83,4.93,5.27,19.2,,,,,-2.231,-62.79,36,24350,15,15,10.486,8.333,67.5676,58.5586,67.6471,66.1765,67.6471,False,27.0,15.0,49.0,64.0,128.0,155.0
design_1761,1761,3,1.5,1.41,2.86,0.0,5.41,29.0,,,,,1.083,0.0,0,12548,0,16,6.58,8.333,,,,,,,25.0,10.0,13.0,41.0,64.0,89.0
design_1762,1762,8,7.61,5.11,12.88,4.38,4.86,14.8,,,,,0.186,0.0,0,35957,0,7,5.594,8.333,,,,,,,27.0,17.0,35.0,54.0,106.0,133.0
design_1763,1763,19,14.61,10.4,24.39,8.22,7.57,36.6,,,,,-18.408,-1213.481,1714,65408,35,35,26.232,8.333,58.5586,54.955,67.6471,70.5882,70.5882,False,26.0,31.0,85.0,80.0,196.0,222.0
design_1764,1764,4,1.83,1.45,3.58,0.0,0.0,7.6,,,,,1.079,0.0,0,9030,5,7,6.76,8.333,,,,,,,26.0,86.0,14.0,50.0,150.0,176.0
design_1765,1765,14,14.88,7.59,19.89,0.0,6.35,12.4,,,,,-96.722,-31445.805,4431,49977,285,18,104.756,8.333,71.1712,74.7748,75.0,66.1765,75.0,False,28.0,33.0,86.0,113.0,232.0,260.0
design_1766,1766,3,3.52,2.02,5.73,0.0,0.0,54.6,,,,,0.388,0.0,0,22670,9,10,7.302,8.333,,,,,,,25.0,10.0,22.0,55.0,87.0,112.0
design_1767,1767,7,8.07,5.38,12.97,4.66,4.32,2.8,,,,,0.504,0.0,0,35187,14,14,7.778,8.333,,,,,,,25.0,19.0,40.0,59.0,118.0,143.0
design_1768,1768,16,19.56,13.0,28.39,9.04,24.86,66.8,,,,,-1.357,-1565.996,2574,89329,16,17,9.273,8.333,71.1712,79.2793,85.2941,79.4118,85.2941,True,28.0,36.0,117.0,104.0,257.0,285.0
design_1769,1769,10,24.34,14.16,38.81,16.99,7.57,23.8,,,,,-1.545,-1984.132,2413,130029,11,19,9.497,8.333,70.2703,62.1622,88.2353,92.6471,92.6471,True,24.0,39.0,138.0,135.0,312.0,336.0
design_1770,1770,13,9.8,6.0,15.86,5.48,5.0,12.2,,,,,-0.716,-21.186,81,33125,0,13,1.755,8.333,65.7658,63.0631,82.3529,88.2353,88.2353,True,25.0,17.0,49.0,74.0,140.0,165.0
design_1771,1771,15,16.0,10.53,25.92,0.0,5.54,46.0,,,,,-54.929,-18187.809,7408,77168,91,92,62.811,8.333,60.3604,58.5586,70.5882,55.8824,70.5882,False,27.0,29.0,97.0,160.0,286.0,313.0
design_1772,1772,6,5.33,3.41,7.51,4.11,3.92,9.2,,,,,0.3,0.0,0,21599,11,14,7.109,8.333,,,,,,,27.0,18.0,27.0,58.0,103.0,130.0
design_1773,1773,14,9.27,6.66,16.16,1.92,3.78,35.2,,,,,-0.253,-0.253,1,53796,0,12,1.057,8.333,49.5495,62.1622,54.4118,67.6471,67.6471,False,26.0,23.0,54.0,67.0,144.0,170.0
design_1774,1774,4,3.0,1.6,4.76,0.0,0.68,28.0,,,,,-0.472,-9.682,34,10756,13,13,8.575,8.333,60.3604,64.8649,72.0588,73.5294,73.5294,False,26.0,12.0,29.0,59.0,100.0,126.0
design_1775,1775,5,7.59,3.99,12.32,1.64,0.81,6.8,,,,,-23.512,-2921.305,2325,23708,47,47,31.157,8.333,70.2703,52.2523,66.1765,58.8235,70.2703,False,24.0,16.0,49.0,61.0,126.0,150.0
design_1776,1776,17,29.24,18.52,49.24,26.85,11.22,44.2,,,,,-4.831,-8688.734,7302,135981,18,18,12.578,8.333,92.7928,70.2703,86.7647,89.7059,92.7928,True,31.0,49.0,166.0,175.0,390.0,421.0
design_1777,1777,20,10.23,7.9,15.94,7.95,12.7,22.6,,,,,-0.247,-6.23,80,56561,0,14,1.051,8.333,63.964,58.5586,73.5294,72.0588,73.5294,False,27.0,25.0,63.0,84.0,172.0,199.0
design_1778,1778,11,4.18,2.33,6.68,1.92,0.68,15.0,,,,,-1.637,-49.031,66,16566,14,14,9.581,8.333,68.4685,62.1622,80.8824,94.1176,94.1176,True,24.0,11.0,38.0,55.0,104.0,128.0
design_1779,1779,4,0.25,0.15,0.43,0.0,0.0,3.2,,,,,2.773,0.0,0,650,4,5,4.914,8.333,,,,,,,25.0,8.0,3.0,39.0,50.0,75.0
design_1780,1780,17,15.75,10.41,29.1,18.9,2.57,19.4,,,,,-0.899,-67.311,271,70244,10,14,9.059,8.333,73.8739,67.5676,75.0,76.4706,76.4706,False,27.0,29.0,100.0,120.0,249.0,276.0
design_1781,1781,8,7.11,4.13,9.52,5.48,4.32,7.6,,,,,0.513,0.0,0,20943,7,32,7.255,8.333,,,,,,,24.0,18.0,32.0,60.0,110.0,134.0
design_1782,1782,3,4.63,2.88,7.92,0.0,0.14,15.6,,,,,0.5,0.0,0,25471,6,9,7.082,8.333,,,,,,,24.0,92.0,30.0,57.0,179.0,203.0
design_1783,1783,11,11.35,7.95,16.19,0.0,7.03,75.8,,,,,0.198,0.0,0,51106,0,14,7.733,8.333,,,,,,,26.0,22.0,67.0,87.0,176.0,202.0
design_1784,1784,14,10.26,6.88,14.4,0.0,4.19,50.0,,,,,-0.639,-58.052,371,48277,0,9,1.663,8.333,61.2613,71.1712,63.2353,69.1176,71.1712,False,27.0,27.0,65.0,72.0,164.0,191.0
design_1785,1785,5,3.52,2.36,6.33,0.0,0.0,4.8,,,,,0.475,0.0,0,16414,14,16,7.807,8.333,,,,,,,24.0,10.0,17.0,54.0,81.0,105.0
design_1786,1786,14,30.3,21.17,52.29,0.0,13.38,7.8,,,,,-16.223,-125008.734,35381,142215,11,29,22.883,8.333,72.0721,72.973,82.3529,76.4706,82.3529,False,32.0,55.0,171.0,100.0,326.0,358.0
design_1787,1787,12,4.66,2.62,7.45,0.55,0.0,50.4,,,,,-1.189,-3.652,4,24588,7,10,8.851,8.333,51.3514,49.5495,58.8235,64.7059,64.7059,False,25.0,13.0,35.0,71.0,119.0,144.0
design_1788,1788,10,21.02,13.04,36.05,13.7,5.41,21.0,,,,,-0.273,-1.029,6,109338,9,19,7.761,8.333,74.7748,63.0631,82.3529,92.6471,92.6471,True,25.0,35.0,131.0,174.0,340.0,365.0
design_1789,1789,20,38.71,19.91,55.6,0.0,18.51,24.2,,,,,-3.755,-5345.494,3872,120928,15,17,11.498,8.333,81.0811,67.5676,79.4118,92.6471,92.6471,True,30.0,53.0,189.0,149.0,391.0,421.0
design_1790,1790,18,65.91,31.15,91.45,21.1,10.27,31.8,,,,,-4.905,-75339.547,44783,212500,14,17,12.648,8.333,85.4343,87.6689,85.123,85.9605,87.6689,True,32.0,84.0,377.0,10191.0,10652.0,10684.0
design_1791,1791,10,7.92,5.55,11.35,3.56,5.27,51.2,,,,,0.25,0.0,0,25223,13,16,8.046,8.333,,,,,,,24.0,19.0,38.0,76.0,133.0,157.0
design_1792,1792,5,3.26,2.16,4.93,0.0,0.0,26.4,,,,,0.256,0.0,0,10646,14,15,8.098,8.333,,,,,,,24.0,12.0,19.0,53.0,84.0,108.0
design_1793,1793,10,27.06,17.35,45.42,4.66,7.84,25.2,,,,,-0.356,-5.324,56,162455,16,16,8.63,8.333,72.973,75.6757,79.4118,91.1765,91.1765,True,26.0,41.0,162.0,146.0,349.0,375.0
design_1794,1794,10,9.87,6.09,13.42,4.38,4.32,5.0,,,,,0.827,0.0,0,25184,8,13,7.28,8.333,,,,,,,25.0,25.0,36.0,54.0,115.0,140.0
design_1795,1795,2,1.16,0.67,1.56,0.0,0.0,83.4,,,,,0.574,0.0,0,3532,0,10,6.462,8.333,,,,,,,24.0,9.0,9.0,39.0,57.0,81.0
design_1796,1796,8,8.34,5.84,12.01,1.64,4.19,4.8,,,,,1.249,0.0,0,32237,0,16,6.274,8.333,,,,,,,25.0,21.0,36.0,51.0,108.0,133.0
design_1797,1797,4,0.82,0.49,1.27,0.0,0.0,5.8,,,,,2.019,0.0,0,2799,4,10,5.752,8.333,,,,,,,25.0,10.0,7.0,39.0,56.0,81.0
design_1798,1798,20,39.25,27.47,49.2,0.0,4.73,22.6,,,,,-0.662,-105.682,740,280385,0,28,1.423,8.333,96.3964,85.5856,87.2243,93.0607,96.3964,True,27.0,56.0,280.0,252.0,588.0,615.0
design_1799,1799,7,7.5,5.82,12.02,4.38,4.86,87.0,,,,,-1.5,-575.47,1031,42567,13,13,9.826,8.333,73.8739,84.6847,92.6471,73.5294,92.6471,True,27.0,20.0,55.0,93.0,168.0,195.0
design_1800,1800,9,9.12,5.77,14.38,0.0,4.32,5.6,,,,,-0.246,-0.246,1,32509,0,9,1.05,8.333,52.2523,62.1622,54.4118,66.1765,66.1765,False,27.0,23.0,44.0,59.0,126.0,153.0
design_1801,1801,9,14.34,7.65,19.69,0.0,0.95,9.6,,,,,-4.554,-10121.927,6260,53269,23,24,11.926,8.333,65.7658,66.6667,77.9412,80.8824,80.8824,False,25.0,25.0,85.0,71.0,181.0,206.0
design_1802,1802,10,10.48,7.33,17.72,1.64,1.49,56.6,,,,,0.273,0.0,0,62909,3,15,7.109,8.333,,,,,,,24.0,99.0,58.0,71.0,228.0,252.0
design_1803,1803,9,6.33,4.87,11.64,6.3,3.65,37.6,,,,,-0.295,-0.295,1,35356,11,14,8.254,8.333,75.6757,66.6667,83.8235,82.3529,83.8235,False,26.0,24.0,49.0,78.0,151.0,177.0
design_1804,1804,4,7.98,4.84,15.48,8.22,3.11,34.6,,,,,-0.144,-1.038,22,38872,7,19,7.859,8.333,80.1802,84.6847,95.5882,95.5882,95.5882,True,24.0,17.0,63.0,104.0,184.0,208.0
design_1805,1805,19,7.78,7.02,13.23,3.56,5.0,26.6,,,,,0.222,0.0,0,45663,16,20,8.096,8.333,,,,,,,26.0,28.0,45.0,74.0,147.0,173.0
design_1806,1806,12,11.26,6.76,15.51,9.59,7.3,21.6,,,,,-1.103,-27.925,43,39431,14,15,9.431,8.333,65.7658,72.973,75.0,80.8824,80.8824,False,24.0,24.0,73.0,81.0,178.0,202.0
design_1807,1807,5,5.87,3.52,9.14,3.29,3.11,12.0,,,,,-0.22,-1.062,15,22878,9,14,8.547,8.333,77.4775,77.4775,79.4118,86.7647,86.7647,True,23.0,16.0,40.0,93.0,149.0,172.0
design_1808,1808,9,9.34,6.69,15.11,9.32,9.05,21.8,,,,,-0.249,-0.249,1,45395,0,13,1.052,8.333,66.6667,54.0541,69.1176,86.7647,86.7647,True,26.0,24.0,59.0,352.0,435.0,461.0
design_1809,1809,2,0.99,0.39,1.61,0.0,0.0,43.8,,,,,0.428,0.0,0,2961,6,9,7.113,8.333,,,,,,,24.0,8.0,8.0,40.0,56.0,80.0
design_1810,1810,7,10.35,5.31,14.51,1.1,0.0,60.6,,,,,-41.905,-3300.279,802,41561,122,12,49.869,8.333,55.8559,56.7568,69.1176,70.5882,70.5882,False,23.0,16.0,58.0,220.0,294.0,317.0
design_1811,1811,6,2.84,1.63,5.14,0.0,0.81,25.4,,,,,-0.996,-52.7,188,10470,13,15,9.225,8.333,76.5766,63.964,73.5294,92.6471,92.6471,True,24.0,12.0,29.0,54.0,95.0,119.0
design_1812,1812,5,6.02,3.83,10.44,2.74,3.11,15.0,,,,,-6.942,-5327.4,2636,27924,21,22,14.554,8.333,53.1532,59.4595,80.8824,79.4118,80.8824,False,24.0,18.0,49.0,66.0,133.0,157.0
design_1813,1813,10,12.71,7.35,19.62,1.1,0.81,38.4,,,,,0.105,0.0,0,74281,6,14,7.736,8.333,,,,,,,26.0,21.0,83.0,117.0,221.0,247.0
design_1814,1814,2,1.08,0.58,1.72,0.82,0.0,32.0,,,,,0.677,0.0,0,3250,7,7,7.579,8.333,,,,,,,24.0,9.0,9.0,50.0,68.0,92.0
design_1815,1815,2,0.65,0.46,1.08,0.0,0.0,30.2,,,,,2.722,0.0,0,2563,4,5,4.943,8.333,,,,,,,23.0,7.0,5.0,37.0,49.0,72.0
design_1816,1816,12,13.67,8.51,22.68,0.0,3.38,76.6,,,,,-2.123,-940.51,1014,61769,13,17,9.877,8.333,61.2613,57.6577,82.3529,77.9412,82.3529,False,27.0,27.0,84.0,96.0,207.0,234.0
design_1817,1817,11,43.18,24.81,62.23,18.36,13.51,34.8,,,,,-4.192,-39343.688,31941,178864,15,15,12.068,8.333,90.259,87.5,88.0515,91.4292,91.4292,True,30.0,53.0,229.0,443.0,725.0,755.0
design_1818,1818,3,1.48,1.24,3.08,0.0,0.0,9.4,,,,,1.252,0.0,0,6817,4,6,6.444,8.333,,,,,,,23.0,81.0,10.0,40.0,131.0,154.0
design_1819,1819,2,2.12,1.34,3.95,0.0,0.0,15.8,,,,,0.452,0.0,0,12344,10,10,7.867,8.333,,,,,,,24.0,83.0,17.0,47.0,147.0,171.0
design_1820,1820,3,1.73,1.35,3.45,0.0,0.0,4.2,,,,,2.272,0.0,0,7521,4,6,5.505,8.333,,,,,,,23.0,82.0,12.0,41.0,135.0,158.0
design_1821,1821,5,1.55,0.9,2.44,0.0,0.0,15.0,,,,,-0.455,-0.842,2,5512,0,15,1.401,8.333,36.036,44.1441,47.0588,47.0588,47.0588,False,25.0,10.0,11.0,43.0,64.0,89.0
design_1822,1822,13,26.22,15.76,45.65,22.19,10.0,12.4,,,,,-8.883,-45528.719,17224,115809,31,31,17.186,8.333,83.7838,82.8829,82.3529,86.7647,86.7647,True,30.0,44.0,166.0,158.0,368.0,398.0
design_1823,1823,2,0.65,0.3,1.13,0.0,0.41,47.4,,,,,0.545,0.0,0,2637,6,9,7.146,8.333,,,,,,,23.0,8.0,9.0,38.0,55.0,78.0
design_1824,1824,3,2.34,1.78,4.3,0.0,0.0,6.6,,,,,0.963,0.0,0,10036,7,8,6.893,8.333,,,,,,,25.0,85.0,16.0,47.0,148.0,173.0
design_1825,1825,3,9.82,3.69,12.07,0.0,2.3,10.0,,,,,-0.942,-256.439,1158,24041,13,13,9.198,8.333,86.3759,90.991,92.2335,89.1774,92.2335,True,26.0,17.0,64.0,370.0,451.0,477.0
design_1826,1826,8,7.5,3.91,11.48,4.38,2.43,24.8,,,,,-0.14,-0.279,4,24668,8,13,8.386,8.333,67.5676,67.5676,75.0,73.5294,75.0,False,25.0,14.0,50.0,80.0,144.0,169.0
design_1827,1827,3,3.57,3.16,7.16,40.27,2.43,60.8,,,,,0.973,0.0,0,30428,0,9,6.689,8.333,,,,,,,23.0,28.0,27.0,53.0,108.0,131.0
design_1828,1828,5,1.94,1.82,4.21,0.55,8.65,20.2,,,,,-23.012,-4031.775,886,14800,13,13,29.569,8.333,54.955,54.955,58.8235,60.2941,60.2941,False,25.0,14.0,25.0,52.0,91.0,116.0
design_1829,1829,13,9.18,6.74,16.23,5.75,2.16,30.4,,,,,0.341,0.0,0,70057,6,9,7.501,8.333,,,,,,,24.0,18.0,62.0,72.0,152.0,176.0
design_1830,1830,6,1.34,0.82,2.16,0.55,0.0,36.6,,,,,0.617,0.0,0,4021,8,8,6.669,8.333,,,,,,,25.0,9.0,11.0,45.0,65.0,90.0
design_1831,1831,13,1.7,1.08,2.6,0.55,0.0,19.8,,,,,0.746,0.0,0,5712,0,7,6.858,8.333,,,,,,,25.0,13.0,10.0,42.0,65.0,90.0
design_1832,1832,2,1.09,1.05,2.52,0.0,0.0,4.4,,,,,1.729,0.0,0,5538,4,6,5.977,8.333,,,,,,,23.0,86.0,9.0,42.0,137.0,160.0
design_1833,1833,6,9.67,5.54,14.68,4.11,2.16,6.8,,,,,0.119,0.0,0,36027,5,12,7.324,8.333,,,,,,,26.0,18.0,55.0,79.0,152.0,178.0
design_1834,1834,7,11.52,6.13,14.28,0.0,0.0,30.2,,,,,-0.567,-40.902,405,38162,7,28,8.278,8.333,74.7748,92.7928,72.0588,77.9412,92.7928,True,26.0,14.0,62.0,100.0,176.0,202.0
design_1835,1835,2,1.18,0.7,1.73,0.0,0.0,2.8,,,,,0.428,0.0,0,5009,7,9,6.928,8.333,,,,,,,25.0,8.0,9.0,43.0,60.0,85.0
design_1836,1836,16,18.28,13.11,29.96,7.4,13.78,71.2,,,,,0.225,0.0,0,115986,6,15,7.286,8.333,,,,,,,26.0,39.0,123.0,112.0,274.0,300.0
design_1837,1837,7,1.39,0.87,2.13,0.55,0.0,57.0,,,,,1.353,0.0,0,5088,2,7,6.655,8.333,,,,,,,25.0,10.0,10.0,42.0,62.0,87.0
design_1838,1838,4,4.24,2.49,7.18,3.01,0.27,9.0,,,,,-0.464,-10.124,63,18963,15,15,8.457,8.333,72.0721,72.0721,76.4706,72.0588,76.4706,False,23.0,12.0,31.0,70.0,113.0,136.0
design_1839,1839,17,20.53,13.29,27.65,6.58,6.62,29.8,,,,,-0.359,-9.107,67,80771,10,24,8.629,8.333,79.2793,86.4865,79.4118,80.8824,86.4865,True,27.0,37.0,115.0,157.0,309.0,336.0
design_1840,1840,12,12.78,7.93,17.66,3.84,3.65,57.2,,,,,0.162,0.0,0,44151,0,23,7.202,8.333,,,,,,,24.0,19.0,64.0,74.0,157.0,181.0
design_1841,1841,9,10.43,6.46,14.3,7.95,2.16,12.2,,,,,0.231,0.0,0,46101,0,21,7.326,8.333,,,,,,,26.0,19.0,48.0,75.0,142.0,168.0
design_1842,1842,12,15.87,13.21,26.36,0.0,16.89,69.2,,,,,0.659,0.0,0,93345,0,8,6.922,8.333,,,,,,,25.0,124.0,97.0,103.0,324.0,349.0
design_1843,1843,17,17.58,9.88,27.5,2.74,4.59,78.2,,,,,-3.068,-1200.951,1408,71941,14,15,10.769,8.333,65.7658,68.4685,83.8235,76.4706,83.8235,False,30.0,40.0,103.0,124.0,267.0,297.0
design_1844,1844,14,30.67,22.36,56.0,0.0,8.78,34.0,,,,,-55.163,-31143.125,16395,250466,88,88,63.362,8.333,87.3874,82.8829,85.6618,86.3971,87.3874,True,28.0,52.0,228.0,347.0,627.0,655.0
design_1845,1845,18,52.36,30.63,73.56,95.07,6.08,25.2,,,,,-1.443,-2414.056,7073,364721,13,23,9.578,8.333,93.4685,88.964,92.9259,88.7868,93.4685,True,29.0,82.0,368.0,1601.0,2051.0,2080.0
design_1846,1846,6,9.56,6.38,16.38,3.01,3.24,23.6,,,,,-0.449,-1.318,4,64607,6,9,8.161,8.333,72.0721,78.3784,92.6471,95.5882,95.5882,True,26.0,25.0,77.0,107.0,209.0,235.0
design_1847,1847,13,33.59,15.39,53.64,0.0,2.97,21.8,,,,,-4.445,-55066.0,35668,110023,16,16,12.265,8.333,85.5856,85.5856,95.5882,89.3382,95.5882,True,31.0,34.0,203.0,202.0,439.0,470.0
design_1848,1848,5,7.71,4.81,11.09,0.82,0.27,27.2,,,,,-1.066,-1036.122,1762,33249,8,22,9.417,8.333,61.2613,80.1802,82.3529,85.2941,85.2941,True,25.0,13.0,55.0,83.0,151.0,176.0
design_1849,1849,6,3.38,1.96,5.99,2.47,0.81,7.8,,,,,0.114,0.0,0,15302,9,12,7.61,8.333,,,,,,,23.0,13.0,42.0,77.0,132.0,155.0
design_1850,1850,8,5.13,3.26,8.13,2.74,2.16,38.6,,,,,0.682,0.0,0,19218,0,10,6.968,8.333,,,,,,,26.0,16.0,22.0,50.0,88.0,114.0
design_1851,1851,6,6.34,4.47,11.17,1.64,2.97,93.8,,,,,-0.716,-26.33,80,34354,11,11,8.651,8.333,51.3514,67.5676,58.8235,50.0,67.5676,False,26.0,20.0,54.0,74.0,148.0,174.0
design_1852,1852,4,1.9,1.47,3.74,1.1,0.0,6.6,,,,,0.399,0.0,0,9456,12,14,7.848,8.333,,,,,,,24.0,14.0,15.0,46.0,75.0,99.0
design_1853,1853,12,9.6,7.68,16.5,0.0,2.7,47.0,,,,,0.281,0.0,0,41249,13,15,8.01,8.333,,,,,,,27.0,23.0,54.0,92.0,169.0,196.0
design_1854,1854,3,4.48,3.11,7.99,0.0,2.16,6.0,,,,,0.957,0.0,0,16869,8,8,7.214,8.333,,,,,,,24.0,89.0,22.0,51.0,162.0,186.0
design_1855,1855,11,10.23,7.33,19.38,2.19,5.54,14.6,,,,,-1.482,-399.31,738,57429,13,16,9.061,8.333,57.6577,59.4595,80.8824,79.4118,80.8824,False,29.0,20.0,76.0,94.0,190.0,219.0
design_1856,1856,6,7.25,4.95,13.57,0.0,2.16,2.0,,,,,0.107,0.0,0,35764,0,12,7.861,8.333,,,,,,,24.0,15.0,64.0,58.0,137.0,161.0
design_1857,1857,2,1.4,0.83,2.41,18.08,0.41,4.8,,,,,1.087,0.0,0,9195,1,7,6.709,8.333,,,,,,,24.0,20.0,12.0,52.0,84.0,108.0
design_1858,1858,6,8.47,4.72,12.69,2.19,2.97,27.8,,,,,-0.179,-0.205,2,38354,8,13,7.518,8.333,72.0721,66.6667,76.4706,82.3529,82.3529,False,26.0,15.0,47.0,71.0,133.0,159.0
design_1859,1859,12,17.1,10.33,21.64,0.0,3.24,24.6,,,,,-43.958,-61908.488,14582,61694,137,32,51.929,8.333,93.6937,87.3874,88.2353,85.4779,93.6937,True,29.0,32.0,118.0,114.0,264.0,293.0
